纬度：4047.533,经度：11141.856,日期：17年05月10日,时间：01时32分38秒,海拔：1108米
,纬度：4047.781,经度：11141.660,日期：17年05月10日,时间：01时37分19秒,海拔：1057米
,纬度：4047.787,经度：11141.658,日期：17年05月10日,时间：01时37分20秒,海拔：1057米
,纬度：4047.793,经度：11141.656,日期：17年05月10日,时间：01时37分21秒,海拔：1057米
,纬度：4047.800,经度：11141.653,日期：17年05月10日,时间：01时37分22秒,海拔：1058米
,纬度：4047.806,经度：11141.650,日期：17年05月10日,时间：01时37分23秒,海拔：1059米
,纬度：4047.813,经度：11141.648,日期：17年05月10日,时间：01时37分24秒,海拔：1059米
,纬度：4047.818,经度：11141.646,日期：17年05月10日,时间：01时37分25秒,海拔：1060米
,纬度：4047.823,经度：11141.645,日期：17年05月10日,时间：01时37分26秒,海拔：1060米
,纬度：4047.827,经度：11141.644,日期：17年05月10日,时间：01时37分27秒,海拔：1060米
,纬度：4047.830,经度：11141.642,日期：17年05月10日,时间：01时37分28秒,海拔：1060米
,纬度：4047.832,经度：11141.641,日期：17年05月10日,时间：01时37分29秒,海拔：1060米
